indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,1152.33,308.13,289.88,327.19,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2014,2013/14 to 2015/16 financial years; 3-year aggregates,584,243.82,223.68,265.24,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2015,2014/15 to 2016/17 financial years; 3-year aggregates,7536.33,181,176.84,185.23,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,719.67,221.87,205.57,239.1,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,171.67,159.45,135.8,185.94,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,242.67,166.33,145.58,189.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,409,177.77,160.37,196.49,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,526.33,124.46,113.81,135.82,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,359.33,124.93,112.08,138.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,902.67,152.24,142.22,162.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,19.67,102.27,61.22,159.84,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,16,87.56,48.94,143.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,30.33,113.86,76.47,162.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,493,164.25,149.76,179.74,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,547,154.5,141.58,168.26,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,1985.33,239.72,228.98,250.83,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2015,2014/15 to 2016/17 financial years; 3-year aggregates,1113.67,225.51,212.03,239.61,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,65.67,160.12,122.8,204.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,242.67,166.33,145.58,189.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,236,242.99,211.97,277.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,122.67,148.12,122.44,177.49,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,88.33,116.76,92.98,144.62,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,30.33,113.86,76.47,162.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,241.33,205.45,179.44,234.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,242,119.93,105,136.35,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,141.33,212.61,178.05,251.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,125,189.39,156.53,226.93,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,90.33,111.33,89.15,137.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,267,224.7,197.89,254.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,19.67,102.27,61.22,159.84,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,171.67,159.45,135.8,185.94,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,16,87.56,48.94,143.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,216.67,200.7,174.36,229.84,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,507,201.23,183.63,220.02,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,102,141.05,114.12,172.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,226,151.89,132.14,173.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,210,109.35,94.73,125.54,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,117.33,136.63,112.47,164.35,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,437.67,135.83,123.08,149.52,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,270,194.95,171.88,220.2,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,184,257.2,220.44,298.21,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,217.33,182.17,157.79,209.14,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Angus,S12000041,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,148,139.67,117.58,164.63,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dundee City,S12000042,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,236.33,215.13,188.03,244.97,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Dunbartonshire,S12000045,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,119.33,124.03,102.37,148.85,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Fife,S12000047,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,493,164.25,149.76,179.74,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Perth & Kinross,S12000048,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,162.67,118.39,100.6,138.37,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,1182.33,314.13,295.75,333.31,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2015,2014/15 to 2016/17 financial years; 3-year aggregates,606.67,250.53,230.18,272.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2016,2015/16 to 2017/18 financial years; 3-year aggregates,7675.33,181.49,177.36,185.69,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,745.33,225.95,209.63,243.19,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,163.33,148.54,126.11,173.73,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,243.33,164.73,144.21,187.3,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,417.67,177.63,160.49,196.06,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,546,126.5,115.89,137.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,371,126.03,113.26,139.82,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,916.67,151.2,141.37,161.53,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,22.33,112.82,69.95,171.67,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,15.33,82.64,45.52,137.1,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,37,141,98.55,195.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,513,168.21,153.67,183.72,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,553.67,154.5,141.68,168.14,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,1973,236,225.42,246.95,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2016,2015/16 to 2017/18 financial years; 3-year aggregates,1157.67,231.86,218.26,246.06,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,72.33,175.43,136.43,221.88,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,243.33,164.73,144.21,187.3,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,243.33,245.29,214.51,279.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,130,152.28,126.73,181.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,90.33,114.92,91.81,141.94,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,37,141,98.55,195.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,240.67,199.24,174.1,226.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,253,121.93,107.09,138.21,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,153.67,229.65,193.83,270.02,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,120.33,178.47,147.07,214.43,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,92.33,110.23,88.61,135.48,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,264,218.65,192.39,247.42,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,22.33,112.82,69.95,171.67,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,163.33,148.54,126.11,173.73,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,15.33,82.64,45.52,137.1,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,238,217.05,189.79,247.05,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,533.33,209.81,191.86,228.95,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,104.67,143.5,116.45,174.8,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,244,161.42,141.25,183.59,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,209.67,107.17,92.85,123.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,118,135.97,111.81,163.67,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,434,132.36,119.93,145.71,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,258.67,186.31,163.73,211.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,181.33,255.71,218.7,297.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,232.33,187.8,163.76,214.3,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Angus,S12000041,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,149,137.68,116.04,162.11,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dundee City,S12000042,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,244,222.75,195.14,253.12,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Dunbartonshire,S12000045,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,119.33,121.74,100.44,146.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Fife,S12000047,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,513,168.21,153.67,183.72,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Perth & Kinross,S12000048,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,160.67,114.33,97.09,133.72,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,1169.67,307.78,289.75,326.61,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2016,2015/16 to 2017/18 financial years; 3-year aggregates,624.33,254.65,234.32,276.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2017,2016/17 to 2018/19 financial years; 3-year aggregates,7493,174.36,170.36,178.44,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,723.33,216.09,200.27,232.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,160,143.44,121.55,168.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,256.33,169.79,149.23,192.34,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,388.67,160.6,144.7,177.75,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,538.33,122.74,112.37,133.78,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,371,123.8,111.25,137.35,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,928,150.15,140.46,160.33,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,24.67,121.34,77.18,181.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,15.67,84.75,46.95,139.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,40,149.89,106.44,204.92,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,516.67,166.96,152.59,182.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,550,151.57,138.97,164.98,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,1833.67,216.42,206.37,226.82,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2017,2016/17 to 2018/19 financial years; 3-year aggregates,1146.67,226.37,213.04,240.29,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,70.33,168.91,130.97,214.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,256.33,169.79,149.23,192.34,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,236,232.92,203.35,265.5,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,128.33,147.2,122.37,175.52,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,83,101.87,80.66,126.86,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,40,149.89,106.44,204.92,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,220.67,176.51,153.53,201.91,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2017,2016/17 to 2018/19 financial years; 3-year aggregates,249.67,117.94,103.48,133.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
